Id,Year,Location,Lat,Long,Status,Sex,Population,Details
DMF,2021,"Dong Mo Lake, Hanoi, VN",21.0588946,105.4695476,Living Female,Female,From the Dong Mo Lake in Vietnam,She was chipped in 2020. She died in 2023.
DMF,2022,"Dong Mo Lake, Hanoi, VN",21.0588946,105.4695476,Living Female,Female,From the Dong Mo Lake in Vietnam,She was chipped in 2020. She died in 2023.
DMF,2023,"Dong Mo Lake, Hanoi, VN",21.0588946,105.4695476,Died,Female,From the Dong Mo Lake in Vietnam,She was chipped in 2020. She died in 2023.
BG,2019,"Bac Giang, VN",21.2916702,106.1489351,Eaten,Unclear,"Unclear, may belonged to Vietnam or sold from China","From a local restaurant specialized in turtle consumption in Bac Giang province, the owner provided a picture of a softshell turtle that was consumed and claimed that it was a Rafetus Swinhoei turtle. Though cannot tell from the picture, the turtle was possibly Rafetus Swinhoei as the owner was able to identify Rafetus Swinhoei from confounding species."
XK,2017,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Event,Unclear,From the Xuan Khanh Lake in Vietnam,"Pictures taken in 2017 by Nguyen Van Trong indicates turtle coming up the water for ventilation. Later, a collaborative research with Dr. Caren Goldberg confirmed a clear positive result for Rafetus swinhoei DNA from Xuan Khanh Lake environmental DNA."
XK,2018,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Event,Unclear,From the Xuan Khanh Lake in Vietnam,"During 2017-2018, a collaborative research with Dr. Caren Goldberg confirmed a clear positive result for Rafetus swinhoei DNA from Xuan Khanh Lake environmental DNA, indicating there is a Rafetus swinhoei turtle in the lake."
XK,2019,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
XK,2020,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
XK,2021,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
XK,2022,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
XK,2023,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
XK,2024,"Xuan Khanh Lake, Hanoi, VN",21.1286067,105.4276032,Living Sex Unclear,Unclear,From the Xuan Khanh Lake in Vietnam,The turtle's existence was verified by photos of their ventiation and the environmental DNA in 2018.
